721020030591365120	@midnight Michael Jordanny Boy #AddSportsRuinASong #PointsMe	0
721026642009812993	@midnight i heard it went through the goalie #AddSportsRuinASong	0
721045273103892480	Rugby Tender #AddSportsRuinASong @midnight	0
721042421396729857	#AddSportsRuinASong  I Want To Be Your Dogsled @midnight	0
721030245097164800	Hedwig and the angry inches and goal @midnight #AddSportsRuinASong	0
720837913106223104	Nothing Compares To Yao @midnight #AddSportsRuinASong https://t.co/UgxMtX9DmV	2
720817858922434561	(I Fell Into A Boxing) Ring of Fire #AddSportsRuinASong @midnight	1
720843656660254720	(I've Had) The Overtime of My Life #AddSportsRuinASong @midnight	1
720851502743465988	Dirty Deeds Done Without the Referee Looking #AddSportsRuinASong @midnight	1
720821817280212992	Do You Believe in Magic Johnson #AddSportsRuinASong @midnight	1
720819862491127809	I Aint No Quarterback Girl #AddSportsRuinASong @midnight	1
720819612082778112	How Deep Is Your Glove?  #AddSportsRuinASong @midnight https://t.co/Yr2j9g1Z1J	1
720823381428338688	Shake It Offense #AddSportsRuinASong @midnight	1
720844109892624384	Hit Me, Rousey One More Time @midnight #AddSportsRuinASong	1
720820759229284352	No Woman, No Crying in Baseball #AddSportsRuinASong @midnight	1
